Epoch,lr,do,hs,b,gn,Loss,MSE,Acc,Set,Embedding
3,0.0001,0.05,200,20,0.05,-0.80468,0.42677,0.52409, Train,char
3,0.0001,0.05,200,20,0.05,-0.79521,0.26117,0.50275, Dev/Test,char
4,0.0001,0.05,200,20,0.05,-0.81203,0.49871,0.52409, Train,char
4,0.0001,0.05,200,20,0.05,-0.78866,0.2448,0.50024, Dev/Test,char
5,0.0001,0.05,200,20,0.05,-0.81953,0.50945,0.52781, Train,char
5,0.0001,0.05,200,20,0.05,-0.78013,0.24229,0.49537, Dev/Test,char
1,0.001,0.5,200,20,0.1,-0.78088,0.68453,0.51621, Train,char
1,0.001,0.5,200,20,0.1,-0.78804,0.5464,0.49851, Dev/Test,char
2,0.001,0.5,200,20,0.1,-0.79864,0.72483,0.52409, Train,char
2,0.001,0.5,200,20,0.1,-0.79162,0.54411,0.50039, Dev/Test,char
3,0.001,0.5,200,20,0.1,-0.80335,0.69433,0.52389, Train,char
3,0.001,0.5,200,20,0.1,-0.80195,0.71162,0.50306, Dev/Test,char
4,0.001,0.5,200,20,0.1,-0.81615,0.79933,0.52827, Train,char
4,0.001,0.5,200,20,0.1,-0.79786,0.73948,0.50149, Dev/Test,char
5,0.001,0.5,200,20,0.1,-0.82973,0.75289,0.55046, Train,char
5,0.001,0.5,200,20,0.1,-0.79351,0.57096,0.49851, Dev/Test,char
1,0.001,0.01,10,5,0.05,-0.79476,0.36541,0.52041, Train,char
1,0.001,0.01,10,5,0.05,-0.80272,0.3543,0.50353, Dev/Test,char
2,0.001,0.01,10,5,0.05,-0.81815,0.34456,0.53563, Train,char
2,0.001,0.01,10,5,0.05,-0.79729,0.3426,0.50431, Dev/Test,char
3,0.001,0.01,10,5,0.05,-0.83587,0.32972,0.57033, Train,char
3,0.001,0.01,10,5,0.05,-0.79059,0.33386,0.50055, Dev/Test,char
4,0.001,0.01,10,5,0.05,-0.84733,0.31782,0.5978, Train,char
4,0.001,0.01,10,5,0.05,-0.78532,0.32763,0.4971, Dev/Test,char
5,0.001,0.01,10,5,0.05,-0.85523,0.30898,0.61419, Train,char
5,0.001,0.01,10,5,0.05,-0.77955,0.32417,0.48973, Dev/Test,char
1,0.005,0.05,10,10,0.1,-0.7981,0.30467,0.52142, Train,char
1,0.005,0.05,10,10,0.1,-0.80053,0.25549,0.50353, Dev/Test,char
2,0.005,0.05,10,10,0.1,-0.81919,0.21347,0.53098, Train,char
2,0.005,0.05,10,10,0.1,-0.79333,0.19254,0.5018, Dev/Test,char
3,0.005,0.05,10,10,0.1,-0.83412,0.15885,0.56496, Train,char
3,0.005,0.05,10,10,0.1,-0.78684,0.16533,0.49647, Dev/Test,char
4,0.005,0.05,10,10,0.1,-0.84262,0.13732,0.58544, Train,char
4,0.005,0.05,10,10,0.1,-0.78463,0.17239,0.48627, Dev/Test,char
5,0.005,0.05,10,10,0.1,-0.84774,0.13891,0.59486, Train,char
5,0.005,0.05,10,10,0.1,-0.78175,0.19071,0.48345, Dev/Test,char
1,0.002,0.01,200,20,0.025,-0.79419,1.35622,0.52382, Train,char
1,0.002,0.01,200,20,0.025,-0.79682,2.90234,0.50353, Dev/Test,char
2,0.002,0.01,200,20,0.025,-0.79781,4.88351,0.52409, Train,char
2,0.002,0.01,200,20,0.025,-0.80256,5.60279,0.50353, Dev/Test,char
3,0.002,0.01,200,20,0.025,-0.81554,5.02647,0.52568, Train,char
3,0.002,0.01,200,20,0.025,-0.79322,2.51617,0.5029, Dev/Test,char
4,0.002,0.01,200,20,0.025,-0.83759,4.83301,0.56855, Train,char
4,0.002,0.01,200,20,0.025,-0.78245,3.77072,0.48816, Dev/Test,char
5,0.002,0.01,200,20,0.025,-0.85242,5.79009,0.60935, Train,char
5,0.002,0.01,200,20,0.025,-0.7783,5.8135,0.47514, Dev/Test,char
1,0.002,0.5,50,10,0.025,-0.79601,0.33966,0.52224, Train,char
1,0.002,0.5,50,10,0.025,-0.8008,0.31207,0.50353, Dev/Test,char
2,0.002,0.5,50,10,0.025,-0.82059,0.26929,0.53362, Train,char
2,0.002,0.5,50,10,0.025,-0.78779,0.24974,0.49616, Dev/Test,char
3,0.002,0.5,50,10,0.025,-0.83945,0.23601,0.57682, Train,char
3,0.002,0.5,50,10,0.025,-0.78262,0.24724,0.48659, Dev/Test,char
4,0.002,0.5,50,10,0.025,-0.85051,0.27548,0.60656, Train,char
4,0.002,0.5,50,10,0.025,-0.77584,0.27006,0.48533, Dev/Test,char
5,0.002,0.5,50,10,0.025,-0.85783,0.35921,0.62575, Train,char
5,0.002,0.5,50,10,0.025,-0.77704,0.28336,0.488, Dev/Test,char
1,0.001,0.05,50,1,0.1,-0.80525,0.16026,0.52364, Train,char
1,0.001,0.05,50,1,0.1,-0.80336,0.16704,0.50416, Dev/Test,char
2,0.001,0.05,50,1,0.1,-0.82995,0.13722,0.55297, Train,char
2,0.001,0.05,50,1,0.1,-0.79837,0.16432,0.5018, Dev/Test,char
3,0.001,0.05,50,1,0.1,-0.84558,0.12223,0.58492, Train,char
3,0.001,0.05,50,1,0.1,-0.79443,0.1621,0.50259, Dev/Test,char
4,0.001,0.05,50,1,0.1,-0.85513,0.11322,0.60493, Train,char
4,0.001,0.05,50,1,0.1,-0.79135,0.16149,0.4971, Dev/Test,char
5,0.001,0.05,50,1,0.1,-0.86112,0.10862,0.61427, Train,char
5,0.001,0.05,50,1,0.1,-0.7892,0.16142,0.49459, Dev/Test,char
1,0.005,0.5,50,5,0.05,-0.79856,3.0796,0.52263, Train,char
1,0.005,0.5,50,5,0.05,-0.80196,7.48353,0.50353, Dev/Test,char
2,0.005,0.5,50,5,0.05,-0.81568,11.79926,0.52431, Train,char
2,0.005,0.5,50,5,0.05,-0.79819,14.31745,0.50353, Dev/Test,char
3,0.005,0.5,50,5,0.05,-0.82442,20.24488,0.53066, Train,char
3,0.005,0.5,50,5,0.05,-0.79499,17.80559,0.5029, Dev/Test,char
4,0.005,0.5,50,5,0.05,-0.83037,25.44084,0.54547, Train,char
4,0.005,0.5,50,5,0.05,-0.79259,21.29608,0.49741, Dev/Test,char
5,0.005,0.5,50,5,0.05,-0.83427,30.80028,0.55733, Train,char
5,0.005,0.5,50,5,0.05,-0.78856,27.1633,0.49129, Dev/Test,char
1,0.005,0.5,50,5,0.025,-0.79748,3.73455,0.52307, Train,char
1,0.005,0.5,50,5,0.025,-0.79891,7.09459,0.50353, Dev/Test,char
2,0.005,0.5,50,5,0.025,-0.81316,13.4466,0.52426, Train,char
2,0.005,0.5,50,5,0.025,-0.79118,15.99104,0.50353, Dev/Test,char
3,0.005,0.5,50,5,0.025,-0.82228,21.85097,0.52912, Train,char
3,0.005,0.5,50,5,0.025,-0.78484,23.17969,0.50353, Dev/Test,char
4,0.005,0.5,50,5,0.025,-0.82775,24.89212,0.53504, Train,char
4,0.005,0.5,50,5,0.025,-0.78327,28.98234,0.47059, Dev/Test,char
5,0.005,0.5,50,5,0.025,-0.83196,28.67956,0.54905, Train,char
5,0.005,0.5,50,5,0.025,-0.78384,27.11098,0.47624, Dev/Test,char
1,0.005,0.01,50,5,0.005,-0.79903,2.66132,0.52392, Train,char
1,0.005,0.01,50,5,0.005,-0.79958,5.17675,0.50353, Dev/Test,char
2,0.005,0.01,50,5,0.005,-0.81637,6.65416,0.52724, Train,char
2,0.005,0.01,50,5,0.005,-0.79373,7.33598,0.50102, Dev/Test,char
3,0.005,0.01,50,5,0.005,-0.83032,8.73796,0.55451, Train,char
3,0.005,0.01,50,5,0.005,-0.78744,8.65435,0.49333, Dev/Test,char
4,0.005,0.01,50,5,0.005,-0.83991,10.36481,0.58058, Train,char
4,0.005,0.01,50,5,0.005,-0.78471,9.94119,0.49067, Dev/Test,char
5,0.005,0.01,50,5,0.005,-0.8469,11.45432,0.59784, Train,char
5,0.005,0.01,50,5,0.005,-0.78434,11.68348,0.49192, Dev/Test,char
1,0.002,0.01,500,50,0.1,-0.7934,6.16313,0.52318, Train,char
1,0.002,0.01,500,50,0.1,-0.79716,11.74975,0.50353, Dev/Test,char
2,0.002,0.01,500,50,0.1,-0.79618,17.91215,0.5241, Train,char
2,0.002,0.01,500,50,0.1,-0.79731,24.11946,0.50353, Dev/Test,char
3,0.002,0.01,500,50,0.1,-0.79773,32.45892,0.5241, Train,char
3,0.002,0.01,500,50,0.1,-0.8015,38.22137,0.50353, Dev/Test,char
4,0.002,0.01,500,50,0.1,-0.80648,27.76796,0.52406, Train,char
4,0.002,0.01,500,50,0.1,-0.80122,24.1225,0.50353, Dev/Test,char
5,0.002,0.01,500,50,0.1,-0.82085,25.43847,0.52433, Train,char
5,0.002,0.01,500,50,0.1,-0.79718,22.63367,0.50353, Dev/Test,char
1,0.002,0.05,200,5,0.1,-0.79579,11.82885,0.52396, Train,char
1,0.002,0.05,200,5,0.1,-0.79492,6.05614,0.50353, Dev/Test,char
2,0.002,0.05,200,5,0.1,-0.81107,13.35894,0.52479, Train,char
2,0.002,0.05,200,5,0.1,-0.79228,13.95322,0.50149, Dev/Test,char
3,0.002,0.05,200,5,0.1,-0.83271,13.60419,0.55923, Train,char
3,0.002,0.05,200,5,0.1,-0.7863,14.17342,0.48894, Dev/Test,char
4,0.002,0.05,200,5,0.1,-0.84835,14.94956,0.59674, Train,char
4,0.002,0.05,200,5,0.1,-0.78184,16.15582,0.47765, Dev/Test,char
5,0.002,0.05,200,5,0.1,-0.85952,16.60413,0.62282, Train,char
5,0.002,0.05,200,5,0.1,-0.77818,17.50769,0.48094, Dev/Test,char
1,0.002,0.05,200,5,0.005,-0.80127,8.2908,0.52382, Train,char
1,0.002,0.05,200,5,0.005,-0.80141,13.10631,0.50353, Dev/Test,char
2,0.002,0.05,200,5,0.005,-0.8255,13.69064,0.54274, Train,char
2,0.002,0.05,200,5,0.005,-0.7903,15.09889,0.49129, Dev/Test,char
3,0.002,0.05,200,5,0.005,-0.84561,16.46655,0.58977, Train,char
3,0.002,0.05,200,5,0.005,-0.78333,19.08947,0.48298, Dev/Test,char
4,0.002,0.05,200,5,0.005,-0.85928,19.18611,0.61747, Train,char
4,0.002,0.05,200,5,0.005,-0.78246,19.14113,0.48737, Dev/Test,char
5,0.002,0.05,200,5,0.005,-0.8695,20.31873,0.63701, Train,char
5,0.002,0.05,200,5,0.005,-0.77831,19.45321,0.48549, Dev/Test,char
1,0.001,0.1,10,5,0.005,-0.79923,0.35876,0.52343, Train,char
1,0.001,0.1,10,5,0.005,-0.79838,0.34149,0.50431, Dev/Test,char
2,0.001,0.1,10,5,0.005,-0.82451,0.31885,0.54421, Train,char
2,0.001,0.1,10,5,0.005,-0.79096,0.31222,0.49773, Dev/Test,char
3,0.001,0.1,10,5,0.005,-0.84316,0.28786,0.58418, Train,char
3,0.001,0.1,10,5,0.005,-0.78649,0.29212,0.49051, Dev/Test,char
4,0.001,0.1,10,5,0.005,-0.854,0.26389,0.61335, Train,char
4,0.001,0.1,10,5,0.005,-0.78258,0.27504,0.47937, Dev/Test,char
5,0.001,0.1,10,5,0.005,-0.86084,0.24472,0.6307, Train,char
5,0.001,0.1,10,5,0.005,-0.78099,0.26563,0.47843, Dev/Test,char
1,0.001,0.1,500,5,0.05,-0.79713,12.79163,0.5238, Train,char
1,0.001,0.1,500,5,0.05,-0.80327,17.35023,0.50369, Dev/Test,char
2,0.001,0.1,500,5,0.05,-0.8147,18.09952,0.52621, Train,char
2,0.001,0.1,500,5,0.05,-0.79305,10.85429,0.49349, Dev/Test,char
3,0.001,0.1,500,5,0.05,-0.83405,16.14499,0.56707, Train,char
3,0.001,0.1,500,5,0.05,-0.78857,13.8834,0.48675, Dev/Test,char
4,0.001,0.1,500,5,0.05,-0.84817,16.81186,0.59984, Train,char
4,0.001,0.1,500,5,0.05,-0.78114,15.43437,0.47624, Dev/Test,char
5,0.001,0.1,500,5,0.05,-0.85894,18.46331,0.62151, Train,char
5,0.001,0.1,500,5,0.05,-0.77572,16.90339,0.46667, Dev/Test,char
1,0.005,0.01,10,50,0.05,-0.7899,0.33561,0.51709, Train,char
1,0.005,0.01,10,50,0.05,-0.79519,0.31865,0.50353, Dev/Test,char
2,0.005,0.01,10,50,0.05,-0.80271,0.28138,0.52456, Train,char
2,0.005,0.01,10,50,0.05,-0.78666,0.26565,0.50071, Dev/Test,char
3,0.005,0.01,10,50,0.05,-0.82234,0.23871,0.53478, Train,char
3,0.005,0.01,10,50,0.05,-0.77898,0.23468,0.49459, Dev/Test,char
4,0.005,0.01,10,50,0.05,-0.83851,0.20682,0.57746, Train,char
4,0.005,0.01,10,50,0.05,-0.77481,0.20787,0.49192, Dev/Test,char
5,0.005,0.01,10,50,0.05,-0.84904,0.17733,0.60738, Train,char
5,0.005,0.01,10,50,0.05,-0.76918,0.19052,0.48941, Dev/Test,char
1,0.0001,0.1,500,1,0.05,-0.80034,6.65745,0.52399, Train,char
1,0.0001,0.1,500,1,0.05,-0.80257,10.95207,0.50384, Dev/Test,char
2,0.0001,0.1,500,1,0.05,-0.81274,10.53293,0.52646, Train,char
2,0.0001,0.1,500,1,0.05,-0.80345,10.93023,0.50384, Dev/Test,char
3,0.0001,0.1,500,1,0.05,-0.82183,9.35922,0.53614, Train,char
3,0.0001,0.1,500,1,0.05,-0.80244,9.57412,0.5018, Dev/Test,char
4,0.0001,0.1,500,1,0.05,-0.82903,8.30768,0.55004, Train,char
4,0.0001,0.1,500,1,0.05,-0.80117,8.50345,0.50447, Dev/Test,char
5,0.0001,0.1,500,1,0.05,-0.83452,7.61075,0.56008, Train,char
5,0.0001,0.1,500,1,0.05,-0.79973,7.95566,0.50149, Dev/Test,char
1,0.001,0.01,10,20,0.025,-0.78592,0.38068,0.51041, Train,char
1,0.001,0.01,10,20,0.025,-0.79505,0.37895,0.50353, Dev/Test,char
2,0.001,0.01,10,20,0.025,-0.79706,0.37599,0.52403, Train,char
2,0.001,0.01,10,20,0.025,-0.79783,0.37475,0.50384, Dev/Test,char
3,0.001,0.01,10,20,0.025,-0.81337,0.36866,0.53031, Train,char
3,0.001,0.01,10,20,0.025,-0.78728,0.36956,0.50337, Dev/Test,char
4,0.001,0.01,10,20,0.025,-0.83244,0.36085,0.55867, Train,char
4,0.001,0.01,10,20,0.025,-0.77927,0.36503,0.49945, Dev/Test,char
5,0.001,0.01,10,20,0.025,-0.84503,0.35347,0.58936, Train,char
5,0.001,0.01,10,20,0.025,-0.77385,0.36047,0.49945, Dev/Test,char
1,0.005,0.05,50,5,0.025,-0.80026,2.13718,0.52327, Train,char
1,0.005,0.05,50,5,0.025,-0.80072,2.79911,0.50353, Dev/Test,char
2,0.005,0.05,50,5,0.025,-0.8185,5.52849,0.52811, Train,char
2,0.005,0.05,50,5,0.025,-0.7941,6.72895,0.4971, Dev/Test,char
3,0.005,0.05,50,5,0.025,-0.83102,8.65448,0.55428, Train,char
3,0.005,0.05,50,5,0.025,-0.79269,9.21558,0.49224, Dev/Test,char
4,0.005,0.05,50,5,0.025,-0.83955,11.39228,0.57929, Train,char
4,0.005,0.05,50,5,0.025,-0.78676,10.65536,0.48941, Dev/Test,char
5,0.005,0.05,50,5,0.025,-0.84539,13.40726,0.59296, Train,char
5,0.005,0.05,50,5,0.025,-0.7864,13.4863,0.49318, Dev/Test,char
1,0.002,0.5,100,50,0.025,-0.83212,2.83656,0.54096, Train,electra
1,0.002,0.5,100,50,0.025,-0.84084,2.5048,0.56439, Dev/Test,electra
2,0.002,0.5,100,50,0.025,-0.84995,2.44261,0.54234, Train,electra
2,0.002,0.5,100,50,0.025,-0.83439,2.37306,0.54259, Dev/Test,electra
3,0.002,0.5,100,50,0.025,-0.8561,2.23221,0.56662, Train,electra
3,0.002,0.5,100,50,0.025,-0.83011,2.16666,0.464, Dev/Test,electra
4,0.002,0.5,100,50,0.025,-0.87193,2.00063,0.6192, Train,electra
4,0.002,0.5,100,50,0.025,-0.82133,2.00952,0.42729, Dev/Test,electra
5,0.002,0.5,100,50,0.025,-0.88572,1.81739,0.65304, Train,electra
5,0.002,0.5,100,50,0.025,-0.81866,1.90318,0.43184, Dev/Test,electra
1,0.001,0.1,10,50,0.025,-0.82855,3.45937,0.52573, Train,electra
1,0.001,0.1,10,50,0.025,-0.835,3.34043,0.56518, Dev/Test,electra
2,0.001,0.1,10,50,0.025,-0.84511,3.45418,0.54296, Train,electra
2,0.001,0.1,10,50,0.025,-0.83802,3.33527,0.56502, Dev/Test,electra
3,0.001,0.1,10,50,0.025,-0.84696,3.44821,0.54204, Train,electra
3,0.001,0.1,10,50,0.025,-0.83729,3.32659,0.55937, Dev/Test,electra
4,0.001,0.1,10,50,0.025,-0.85861,3.43889,0.56838, Train,electra
4,0.001,0.1,10,50,0.025,-0.83383,3.31809,0.5578, Dev/Test,electra
5,0.001,0.1,10,50,0.025,-0.87542,3.42639,0.62346, Train,electra
5,0.001,0.1,10,50,0.025,-0.83071,3.3129,0.54337, Dev/Test,electra
1,0.005,0.05,50,5,0.1,-0.84869,1.67265,0.54481, Train,electra
1,0.005,0.05,50,5,0.1,-0.84702,1.31206,0.56361, Dev/Test,electra
2,0.005,0.05,50,5,0.1,-0.86216,1.32243,0.58338, Train,electra
2,0.005,0.05,50,5,0.1,-0.83772,1.58139,0.5338, Dev/Test,electra
3,0.005,0.05,50,5,0.1,-0.87388,1.69326,0.61915, Train,electra
3,0.005,0.05,50,5,0.1,-0.83102,2.17296,0.52125, Dev/Test,electra
4,0.005,0.05,50,5,0.1,-0.88118,2.37435,0.63896, Train,electra
4,0.005,0.05,50,5,0.1,-0.82634,2.85299,0.50667, Dev/Test,electra
5,0.005,0.05,50,5,0.1,-0.88617,2.93524,0.65203, Train,electra
5,0.005,0.05,50,5,0.1,-0.82794,3.61012,0.50416, Dev/Test,electra
1,0.005,0.1,10,1,0.005,-0.85038,2.68836,0.55091, Train,electra
1,0.005,0.1,10,1,0.005,-0.84555,2.27522,0.55827, Dev/Test,electra
2,0.005,0.1,10,1,0.005,-0.86267,2.25462,0.59333, Train,electra
2,0.005,0.1,10,1,0.005,-0.83676,2.14454,0.51357, Dev/Test,electra
3,0.005,0.1,10,1,0.005,-0.87127,2.11502,0.61629, Train,electra
3,0.005,0.1,10,1,0.005,-0.8337,2.12229,0.5098, Dev/Test,electra
4,0.005,0.1,10,1,0.005,-0.8771,2.05044,0.63142, Train,electra
4,0.005,0.1,10,1,0.005,-0.83135,2.12722,0.51592, Dev/Test,electra
5,0.005,0.1,10,1,0.005,-0.88114,2.02677,0.64208, Train,electra
5,0.005,0.1,10,1,0.005,-0.82881,2.12484,0.50933, Dev/Test,electra
1,0.005,0.05,100,5,0.25,-0.84806,2.76498,0.54517, Train,electra
1,0.005,0.05,100,5,0.25,-0.84546,5.07414,0.56627, Dev/Test,electra
2,0.005,0.05,100,5,0.25,-0.85812,5.24559,0.57352, Train,electra
2,0.005,0.05,100,5,0.25,-0.83955,6.07318,0.54871, Dev/Test,electra
3,0.005,0.05,100,5,0.25,-0.8671,6.33679,0.60431, Train,electra
3,0.005,0.05,100,5,0.25,-0.83408,6.52894,0.52141, Dev/Test,electra
4,0.005,0.05,100,5,0.25,-0.87457,8.56146,0.62522, Train,electra
4,0.005,0.05,100,5,0.25,-0.83202,10.14461,0.52753, Dev/Test,electra
5,0.005,0.05,100,5,0.25,-0.87981,9.86758,0.63536, Train,electra
5,0.005,0.05,100,5,0.25,-0.8301,10.9213,0.51702, Dev/Test,electra
1,0.002,0.2,50,10,0.1,-0.84594,2.48832,0.54373, Train,electra
1,0.002,0.2,50,10,0.1,-0.84504,2.17572,0.56031, Dev/Test,electra
2,0.002,0.2,50,10,0.1,-0.86518,1.9573,0.58069, Train,electra
2,0.002,0.2,50,10,0.1,-0.83494,1.91442,0.53067, Dev/Test,electra
3,0.002,0.2,50,10,0.1,-0.88389,1.63028,0.63699, Train,electra
3,0.002,0.2,50,10,0.1,-0.83198,1.74679,0.51608, Dev/Test,electra
4,0.002,0.2,50,10,0.1,-0.89572,1.43355,0.67326, Train,electra
4,0.002,0.2,50,10,0.1,-0.8283,1.70236,0.50714, Dev/Test,electra
5,0.002,0.2,50,10,0.1,-0.90394,1.31779,0.69025, Train,electra
5,0.002,0.2,50,10,0.1,-0.82363,1.62815,0.49255, Dev/Test,electra
1,0.0001,0.5,200,10,0.005,-0.80691,3.36901,0.53233, Train,electra
1,0.0001,0.5,200,10,0.005,-0.83982,3.10041,0.56502, Dev/Test,electra
2,0.0001,0.5,200,10,0.005,-0.84823,3.40108,0.54625, Train,electra
2,0.0001,0.5,200,10,0.005,-0.84474,3.15609,0.56643, Dev/Test,electra
3,0.0001,0.5,200,10,0.005,-0.85594,3.38426,0.56056, Train,electra
3,0.0001,0.5,200,10,0.005,-0.84441,3.18258,0.56408, Dev/Test,electra
4,0.0001,0.5,200,10,0.005,-0.86433,3.36227,0.58544, Train,electra
4,0.0001,0.5,200,10,0.005,-0.84059,3.19424,0.552, Dev/Test,electra
5,0.0001,0.5,200,10,0.005,-0.87283,3.33963,0.60835, Train,electra
5,0.0001,0.5,200,10,0.005,-0.83621,3.19883,0.528, Dev/Test,electra
1,0.0001,0.2,50,20,0.005,-0.79145,3.45883,0.50646, Train,electra
1,0.0001,0.2,50,20,0.005,-0.81755,3.28819,0.56486, Dev/Test,electra
2,0.0001,0.2,50,20,0.005,-0.84216,3.45856,0.5428, Train,electra
2,0.0001,0.2,50,20,0.005,-0.82748,3.31142,0.56533, Dev/Test,electra
3,0.0001,0.2,50,20,0.005,-0.8461,3.45717,0.54333, Train,electra
3,0.0001,0.2,50,20,0.005,-0.83433,3.31901,0.56659, Dev/Test,electra
4,0.0001,0.2,50,20,0.005,-0.85161,3.45444,0.55449, Train,electra
4,0.0001,0.2,50,20,0.005,-0.83446,3.32494,0.56345, Dev/Test,electra
5,0.0001,0.2,50,20,0.005,-0.8589,3.45171,0.57565, Train,electra
5,0.0001,0.2,50,20,0.005,-0.8275,3.32796,0.55482, Dev/Test,electra
1,0.001,0.5,500,5,0.1,-0.84356,3.12064,0.54357, Train,electra
1,0.001,0.5,500,5,0.1,-0.84595,3.58195,0.56518, Dev/Test,electra
2,0.001,0.5,500,5,0.1,-0.85472,4.0725,0.56203, Train,electra
2,0.001,0.5,500,5,0.1,-0.84574,4.16936,0.56471, Dev/Test,electra
3,0.001,0.5,500,5,0.1,-0.86719,3.74614,0.60537, Train,electra
3,0.001,0.5,500,5,0.1,-0.83645,4.00005,0.54855, Dev/Test,electra
4,0.001,0.5,500,5,0.1,-0.87944,4.24246,0.63763, Train,electra
4,0.001,0.5,500,5,0.1,-0.83021,5.06441,0.53506, Dev/Test,electra
5,0.001,0.5,500,5,0.1,-0.8889,5.3047,0.65827, Train,electra
5,0.001,0.5,500,5,0.1,-0.82688,6.99347,0.52973, Dev/Test,electra
1,0.005,0.01,10,10,0.005,-0.84591,3.07152,0.54224, Train,electra
1,0.005,0.01,10,10,0.005,-0.84372,2.68612,0.56204, Dev/Test,electra
2,0.005,0.01,10,10,0.005,-0.86324,2.51362,0.58108, Train,electra
2,0.005,0.01,10,10,0.005,-0.83518,2.2978,0.53663, Dev/Test,electra
3,0.005,0.01,10,10,0.005,-0.8765,2.05155,0.62541, Train,electra
3,0.005,0.01,10,10,0.005,-0.82556,2.0616,0.5302, Dev/Test,electra
4,0.005,0.01,10,10,0.005,-0.88409,1.73398,0.64818, Train,electra
4,0.005,0.01,10,10,0.005,-0.82512,1.92648,0.51122, Dev/Test,electra
5,0.005,0.01,10,10,0.005,-0.88851,1.59959,0.66008, Train,electra
5,0.005,0.01,10,10,0.005,-0.82297,1.87425,0.50275, Dev/Test,electra
1,0.002,0.01,500,5,0.025,-0.84382,27.77051,0.54318, Train,electra
1,0.002,0.01,500,5,0.025,-0.83937,42.31446,0.56518, Dev/Test,electra
2,0.002,0.01,500,5,0.025,-0.84512,75.87284,0.54322, Train,electra
2,0.002,0.01,500,5,0.025,-0.84024,104.25726,0.56518, Dev/Test,electra
3,0.002,0.01,500,5,0.025,-0.84538,136.03638,0.54322, Train,electra
3,0.002,0.01,500,5,0.025,-0.8402,163.20334,0.56518, Dev/Test,electra
4,0.002,0.01,500,5,0.025,-0.84551,190.82173,0.54322, Train,electra
4,0.002,0.01,500,5,0.025,-0.84012,213.29745,0.56518, Dev/Test,electra
5,0.002,0.01,500,5,0.025,-0.84558,237.9283,0.54322, Train,electra
5,0.002,0.01,500,5,0.025,-0.84008,251.54501,0.56518, Dev/Test,electra
1,0.0001,0.2,100,5,0.05,-0.82245,2.69258,0.53935, Train,electra
1,0.0001,0.2,100,5,0.05,-0.84524,2.51689,0.56737, Dev/Test,electra
2,0.0001,0.2,100,5,0.05,-0.85331,2.61236,0.55648, Train,electra
2,0.0001,0.2,100,5,0.05,-0.84652,2.59193,0.56769, Dev/Test,electra
3,0.0001,0.2,100,5,0.05,-0.85987,2.65043,0.57592, Train,electra
3,0.0001,0.2,100,5,0.05,-0.84268,2.68044,0.56439, Dev/Test,electra
4,0.0001,0.2,100,5,0.05,-0.86641,2.64159,0.59275, Train,electra
4,0.0001,0.2,100,5,0.05,-0.84053,2.68484,0.55247, Dev/Test,electra
5,0.0001,0.2,100,5,0.05,-0.87227,2.60315,0.60917, Train,electra
5,0.0001,0.2,100,5,0.05,-0.83862,2.69054,0.54478, Dev/Test,electra
1,0.002,0.2,100,1,0.25,-0.85152,2.21828,0.55299, Train,electra
1,0.002,0.2,100,1,0.25,-0.84834,3.74926,0.56706, Dev/Test,electra
2,0.002,0.2,100,1,0.25,-0.86854,3.79263,0.6042, Train,electra
2,0.002,0.2,100,1,0.25,-0.83791,4.90616,0.51027, Dev/Test,electra
3,0.002,0.2,100,1,0.25,-0.8805,4.88697,0.63702, Train,electra
3,0.002,0.2,100,1,0.25,-0.83277,5.77441,0.49365, Dev/Test,electra
4,0.002,0.2,100,1,0.25,-0.88858,5.0377,0.65687, Train,electra
4,0.002,0.2,100,1,0.25,-0.82695,5.54306,0.47827, Dev/Test,electra
5,0.002,0.2,100,1,0.25,-0.89385,4.73091,0.66979, Train,electra
5,0.002,0.2,100,1,0.25,-0.82163,5.24542,0.46855, Dev/Test,electra
1,0.002,0.01,500,20,0.025,-0.84454,3.89184,0.54292, Train,electra
1,0.002,0.01,500,20,0.025,-0.84405,6.25191,0.56486, Dev/Test,electra
2,0.002,0.01,500,20,0.025,-0.85098,9.0097,0.54459, Train,electra
2,0.002,0.01,500,20,0.025,-0.84305,6.62524,0.55216, Dev/Test,electra
3,0.002,0.01,500,20,0.025,-0.86011,9.79243,0.5856, Train,electra
3,0.002,0.01,500,20,0.025,-0.83389,8.45543,0.49443, Dev/Test,electra
4,0.002,0.01,500,20,0.025,-0.87825,9.6804,0.63888, Train,electra
4,0.002,0.01,500,20,0.025,-0.82742,9.91482,0.47592, Dev/Test,electra
5,0.002,0.01,500,20,0.025,-0.89195,10.84941,0.66926, Train,electra
5,0.002,0.01,500,20,0.025,-0.82339,11.35609,0.47169, Dev/Test,electra
1,0.005,0.5,100,50,0.005,-0.83628,2.09319,0.54121, Train,electra
1,0.005,0.5,100,50,0.005,-0.84147,1.76641,0.56518, Dev/Test,electra
2,0.005,0.5,100,50,0.005,-0.84876,1.6996,0.5427, Train,electra
2,0.005,0.5,100,50,0.005,-0.84487,1.51238,0.56518, Dev/Test,electra
3,0.005,0.5,100,50,0.005,-0.8552,1.43082,0.55725, Train,electra
3,0.005,0.5,100,50,0.005,-0.83881,1.37955,0.54212, Dev/Test,electra
4,0.005,0.5,100,50,0.005,-0.86919,1.26485,0.60726, Train,electra
4,0.005,0.5,100,50,0.005,-0.83368,1.39477,0.51059, Dev/Test,electra
5,0.005,0.5,100,50,0.005,-0.8801,1.2203,0.63732, Train,electra
