Epoch,lr,do,hs,b,gn,Loss,MSE,Acc,Set,Embedding,Group
5,0.002,0.0001,50,10,0.005,-0.91493,1.63791,0.71889, Train,electra,G609
5,0.002,0.0001,50,10,0.005,-0.81125,1.83446,0.5062, Dev/Test,electra,G610
1,0.002,0.0001,50,20,0.005,-0.84621,2.92102,0.54303, Train,electra,G611
1,0.002,0.0001,50,20,0.005,-0.81434,2.6725,0.52784, Dev/Test,electra,G612
2,0.002,0.0001,50,20,0.005,-0.86303,2.55596,0.58588, Train,electra,G613
2,0.002,0.0001,50,20,0.005,-0.82043,2.60452,0.46306, Dev/Test,electra,G614
3,0.002,0.0001,50,20,0.005,-0.88549,2.47598,0.65284, Train,electra,G615
3,0.002,0.0001,50,20,0.005,-0.81677,2.47399,0.46055, Dev/Test,electra,G616
4,0.002,0.0001,50,20,0.005,-0.90127,2.38468,0.69081, Train,electra,G617
4,0.002,0.0001,50,20,0.005,-0.79762,2.47455,0.47184, Dev/Test,electra,G618
5,0.002,0.0001,50,20,0.005,-0.91198,2.29462,0.71314, Train,electra,G619
5,0.002,0.0001,50,20,0.005,-0.79586,2.3979,0.45788, Dev/Test,electra,G620
1,0.002,0.1,5,10,0.005,-0.8441,3.41993,0.54194, Train,electra,G621
1,0.002,0.1,5,10,0.005,-0.84211,3.27165,0.56173, Dev/Test,electra,G622
2,0.002,0.1,5,10,0.005,-0.86047,3.34748,0.56386, Train,electra,G623
2,0.002,0.1,5,10,0.005,-0.83474,3.20836,0.54165, Dev/Test,electra,G624
3,0.002,0.1,5,10,0.005,-0.87911,3.28669,0.62596, Train,electra,G625
3,0.002,0.1,5,10,0.005,-0.83161,3.16329,0.52988, Dev/Test,electra,G626
4,0.002,0.1,5,10,0.005,-0.88921,3.23595,0.6604, Train,electra,G627
4,0.002,0.1,5,10,0.005,-0.82984,3.1259,0.504, Dev/Test,electra,G628
5,0.002,0.1,5,10,0.005,-0.89499,3.19336,0.67762, Train,electra,G629
5,0.002,0.1,5,10,0.005,-0.82694,3.09719,0.50196, Dev/Test,electra,G630
1,0.002,0.1,5,20,0.005,-0.84062,3.44915,0.5384, Train,electra,G631
1,0.002,0.1,5,20,0.005,-0.84154,3.31985,0.56518, Dev/Test,electra,G632
2,0.002,0.1,5,20,0.005,-0.85376,3.42087,0.55014, Train,electra,G633
2,0.002,0.1,5,20,0.005,-0.84023,3.29335,0.55357, Dev/Test,electra,G634
3,0.002,0.1,5,20,0.005,-0.8712,3.38113,0.61009, Train,electra,G635
3,0.002,0.1,5,20,0.005,-0.8334,3.25389,0.49365, Dev/Test,electra,G636
4,0.002,0.1,5,20,0.005,-0.8829,3.33384,0.64812, Train,electra,G637
4,0.002,0.1,5,20,0.005,-0.82557,3.21953,0.45804, Dev/Test,electra,G638
5,0.002,0.1,5,20,0.005,-0.88973,3.28899,0.66314, Train,electra,G639
5,0.002,0.1,5,20,0.005,-0.82498,3.19081,0.48125, Dev/Test,electra,G640
1,0.002,0.1,10,10,0.005,-0.84481,3.40644,0.54203, Train,electra,G641
1,0.002,0.1,10,10,0.005,-0.84515,3.24815,0.56424, Dev/Test,electra,G642
2,0.002,0.1,10,10,0.005,-0.86415,3.30929,0.58445, Train,electra,G643
2,0.002,0.1,10,10,0.005,-0.83702,3.17355,0.52863, Dev/Test,electra,G644
3,0.002,0.1,10,10,0.005,-0.88216,3.21928,0.64166, Train,electra,G645
3,0.002,0.1,10,10,0.005,-0.83163,3.11098,0.52769, Dev/Test,electra,G646
4,0.002,0.1,10,10,0.005,-0.89273,3.14737,0.6695, Train,electra,G647
4,0.002,0.1,10,10,0.005,-0.82805,3.05662,0.52063, Dev/Test,electra,G648
5,0.002,0.1,10,10,0.005,-0.89908,3.08792,0.68711, Train,electra,G649
5,0.002,0.1,10,10,0.005,-0.82505,3.02188,0.52157, Dev/Test,electra,G650
1,0.002,0.1,10,20,0.005,-0.84053,3.44057,0.53824, Train,electra,G651
1,0.002,0.1,10,20,0.005,-0.84357,3.30914,0.56518, Dev/Test,electra,G652
2,0.002,0.1,10,20,0.005,-0.85482,3.40039,0.5552, Train,electra,G653
2,0.002,0.1,10,20,0.005,-0.84044,3.27299,0.56314, Dev/Test,electra,G654
3,0.002,0.1,10,20,0.005,-0.87471,3.35312,0.61735, Train,electra,G655
3,0.002,0.1,10,20,0.005,-0.83345,3.2351,0.54478, Dev/Test,electra,G656
4,0.002,0.1,10,20,0.005,-0.88816,3.30369,0.65997, Train,electra,G657
4,0.002,0.1,10,20,0.005,-0.82706,3.19649,0.51184, Dev/Test,electra,G658
5,0.002,0.1,10,20,0.005,-0.89621,3.25313,0.68278, Train,electra,G659
5,0.002,0.1,10,20,0.005,-0.82322,3.17082,0.52486, Dev/Test,electra,G660
1,0.002,0.1,25,10,0.005,-0.84692,3.24031,0.54685, Train,electra,G661
1,0.002,0.1,25,10,0.005,-0.84447,2.99679,0.56125, Dev/Test,electra,G662
2,0.002,0.1,25,10,0.005,-0.86876,2.98521,0.59959, Train,electra,G663
2,0.002,0.1,25,10,0.005,-0.83369,2.85357,0.51765, Dev/Test,electra,G664
3,0.002,0.1,25,10,0.005,-0.88737,2.81624,0.65125, Train,electra,G665
3,0.002,0.1,25,10,0.005,-0.82627,2.74538,0.50086, Dev/Test,electra,G666
4,0.002,0.1,25,10,0.005,-0.89917,2.70202,0.67952, Train,electra,G667
4,0.002,0.1,25,10,0.005,-0.82213,2.63713,0.50792, Dev/Test,electra,G668
5,0.002,0.1,25,10,0.005,-0.90756,2.60707,0.6975, Train,electra,G669
5,0.002,0.1,25,10,0.005,-0.81948,2.57184,0.48737, Dev/Test,electra,G670
1,0.002,0.1,25,20,0.005,-0.8428,3.40336,0.54305, Train,electra,G671
1,0.002,0.1,25,20,0.005,-0.84398,3.24627,0.56047, Dev/Test,electra,G672
2,0.002,0.1,25,20,0.005,-0.86043,3.30077,0.5804, Train,electra,G673
2,0.002,0.1,25,20,0.005,-0.82865,3.16041,0.48298, Dev/Test,electra,G674
3,0.002,0.1,25,20,0.005,-0.8796,3.16843,0.63851, Train,electra,G675
3,0.002,0.1,25,20,0.005,-0.81372,3.07401,0.4342, Dev/Test,electra,G676
4,0.002,0.1,25,20,0.005,-0.89307,3.07239,0.67029, Train,electra,G677
4,0.002,0.1,25,20,0.005,-0.8197,3.01094,0.44518, Dev/Test,electra,G678
5,0.002,0.1,25,20,0.005,-0.9024,2.99831,0.68939, Train,electra,G679
5,0.002,0.1,25,20,0.005,-0.81983,2.96623,0.43404, Dev/Test,electra,G680
1,0.002,0.1,50,10,0.005,-0.84779,2.77453,0.54783, Train,electra,G681
1,0.002,0.1,50,10,0.005,-0.84685,2.40898,0.56471, Dev/Test,electra,G682
2,0.002,0.1,50,10,0.005,-0.86926,2.18984,0.60388, Train,electra,G683
2,0.002,0.1,50,10,0.005,-0.83233,2.03847,0.52925, Dev/Test,electra,G684
3,0.002,0.1,50,10,0.005,-0.88896,1.81109,0.65535, Train,electra,G685
3,0.002,0.1,50,10,0.005,-0.82346,1.89426,0.5189, Dev/Test,electra,G686
4,0.002,0.1,50,10,0.005,-0.90182,1.61978,0.6862, Train,electra,G687
4,0.002,0.1,50,10,0.005,-0.81299,1.85929,0.50808, Dev/Test,electra,G688
5,0.002,0.1,50,10,0.005,-0.91065,1.49756,0.7072, Train,electra,G689
5,0.002,0.1,50,10,0.005,-0.80689,1.7704,0.50337, Dev/Test,electra,G690
1,0.002,0.1,50,20,0.005,-0.84407,3.19423,0.54145, Train,electra,G691
1,0.002,0.1,50,20,0.005,-0.83923,2.89501,0.56125, Dev/Test,electra,G692
2,0.002,0.1,50,20,0.005,-0.86224,2.75548,0.58459, Train,electra,G693
2,0.002,0.1,50,20,0.005,-0.83193,2.62019,0.49427, Dev/Test,electra,G694
3,0.002,0.1,50,20,0.005,-0.88276,2.46132,0.64486, Train,electra,G695
3,0.002,0.1,50,20,0.005,-0.82345,2.41121,0.46008, Dev/Test,electra,G696
4,0.002,0.1,50,20,0.005,-0.89768,2.22133,0.67882, Train,electra,G697
4,0.002,0.1,50,20,0.005,-0.82041,2.2686,0.4549, Dev/Test,electra,G698
5,0.002,0.1,50,20,0.005,-0.90716,2.03736,0.6997, Train,electra,G699
5,0.002,0.1,50,20,0.005,-0.82079,2.1352,0.45898, Dev/Test,electra,G700
1,0.002,0.2,5,10,0.005,-0.84357,3.41148,0.541, Train,electra,G701
1,0.002,0.2,5,10,0.005,-0.84489,3.25658,0.56471, Dev/Test,electra,G702
2,0.002,0.2,5,10,0.005,-0.85932,3.34065,0.56716, Train,electra,G703
2,0.002,0.2,5,10,0.005,-0.83845,3.19993,0.54996, Dev/Test,electra,G704
3,0.002,0.2,5,10,0.005,-0.8748,3.27735,0.62279, Train,electra,G705
3,0.002,0.2,5,10,0.005,-0.83314,3.15274,0.52612, Dev/Test,electra,G706
4,0.002,0.2,5,10,0.005,-0.8835,3.22394,0.64843, Train,electra,G707
4,0.002,0.2,5,10,0.005,-0.83074,3.11048,0.51671, Dev/Test,electra,G708
5,0.002,0.2,5,10,0.005,-0.88903,3.17859,0.66255, Train,electra,G709
5,0.002,0.2,5,10,0.005,-0.82785,3.08131,0.51812, Dev/Test,electra,G710
1,0.002,0.2,5,20,0.005,-0.8407,3.43879,0.53952, Train,electra,G711
1,0.002,0.2,5,20,0.005,-0.8434,3.30706,0.56455, Dev/Test,electra,G712
2,0.002,0.2,5,20,0.005,-0.85196,3.40281,0.5453, Train,electra,G713
2,0.002,0.2,5,20,0.005,-0.84277,3.26986,0.55937, Dev/Test,electra,G714
3,0.002,0.2,5,20,0.005,-0.8666,3.36302,0.5889, Train,electra,G715
3,0.002,0.2,5,20,0.005,-0.83374,3.23881,0.52627, Dev/Test,electra,G716
4,0.002,0.2,5,20,0.005,-0.87921,3.32547,0.63157, Train,electra,G717
4,0.002,0.2,5,20,0.005,-0.82922,3.20843,0.51263, Dev/Test,electra,G718
5,0.002,0.2,5,20,0.005,-0.88678,3.29045,0.65651, Train,electra,G719
5,0.002,0.2,5,20,0.005,-0.8266,3.18,0.48878, Dev/Test,electra,G720
1,0.002,0.2,10,10,0.005,-0.84508,3.40993,0.54359, Train,electra,G721
1,0.002,0.2,10,10,0.005,-0.84551,3.26232,0.56455, Dev/Test,electra,G722
2,0.002,0.2,10,10,0.005,-0.86281,3.33079,0.58856, Train,electra,G723
2,0.002,0.2,10,10,0.005,-0.8371,3.19487,0.54682, Dev/Test,electra,G724
3,0.002,0.2,10,10,0.005,-0.87986,3.24332,0.63607, Train,electra,G725
3,0.002,0.2,10,10,0.005,-0.82607,3.14256,0.52267, Dev/Test,electra,G726
4,0.002,0.2,10,10,0.005,-0.88991,3.16039,0.65987, Train,electra,G727
4,0.002,0.2,10,10,0.005,-0.82311,3.08634,0.51592, Dev/Test,electra,G728
5,0.002,0.2,10,10,0.005,-0.89612,3.08894,0.67491, Train,electra,G729
5,0.002,0.2,10,10,0.005,-0.81481,3.04796,0.5142, Dev/Test,electra,G730
1,0.002,0.2,10,20,0.005,-0.84099,3.43969,0.54076, Train,electra,G731
1,0.002,0.2,10,20,0.005,-0.84441,3.30948,0.56533, Dev/Test,electra,G732
2,0.002,0.2,10,20,0.005,-0.85302,3.40474,0.54785, Train,electra,G733
2,0.002,0.2,10,20,0.005,-0.84142,3.27432,0.55153, Dev/Test,electra,G734
3,0.002,0.2,10,20,0.005,-0.86833,3.36113,0.59961, Train,electra,G735
3,0.002,0.2,10,20,0.005,-0.83383,3.23047,0.53694, Dev/Test,electra,G736
4,0.002,0.2,10,20,0.005,-0.8806,3.30274,0.64076, Train,electra,G737
4,0.002,0.2,10,20,0.005,-0.83057,3.19597,0.51576, Dev/Test,electra,G738
5,0.002,0.2,10,20,0.005,-0.88898,3.2434,0.66777, Train,electra,G739
5,0.002,0.2,10,20,0.005,-0.82417,3.1501,0.50478, Dev/Test,electra,G740
1,0.002,0.2,25,10,0.005,-0.8446,3.39277,0.54222, Train,electra,G741
1,0.002,0.2,25,10,0.005,-0.8462,3.2336,0.56439, Dev/Test,electra,G742
2,0.002,0.2,25,10,0.005,-0.86488,3.2959,0.58429, Train,electra,G743
2,0.002,0.2,25,10,0.005,-0.83385,3.15364,0.53741, Dev/Test,electra,G744
3,0.002,0.2,25,10,0.005,-0.88384,3.1969,0.64242, Train,electra,G745
3,0.002,0.2,25,10,0.005,-0.82702,3.07998,0.52267, Dev/Test,electra,G746
4,0.002,0.2,25,10,0.005,-0.89565,3.09982,0.67152, Train,electra,G747
4,0.002,0.2,25,10,0.005,-0.82549,3.01512,0.48659, Dev/Test,electra,G748
5,0.002,0.2,25,10,0.005,-0.90299,3.02187,0.68934, Train,electra,G749
5,0.002,0.2,25,10,0.005,-0.82191,2.96836,0.48878, Dev/Test,electra,G750
1,0.002,0.2,25,20,0.005,-0.84021,3.42814,0.53847, Train,electra,G751
1,0.002,0.2,25,20,0.005,-0.84462,3.2834,0.56502, Dev/Test,electra,G752
2,0.002,0.2,25,20,0.005,-0.85508,3.37141,0.5544, Train,electra,G753
2,0.002,0.2,25,20,0.005,-0.84193,3.22995,0.55263, Dev/Test,electra,G754
3,0.002,0.2,25,20,0.005,-0.87499,3.28447,0.62011, Train,electra,G755
3,0.002,0.2,25,20,0.005,-0.83014,3.16805,0.53224, Dev/Test,electra,G756
4,0.002,0.2,25,20,0.005,-0.8897,3.18064,0.66197, Train,electra,G757
4,0.002,0.2,25,20,0.005,-0.81996,3.06541,0.47075, Dev/Test,electra,G758
5,0.002,0.2,25,20,0.005,-0.89874,3.09041,0.68026, Train,electra,G759
5,0.002,0.2,25,20,0.005,-0.81413,3.0053,0.46071, Dev/Test,electra,G760
1,0.002,0.2,50,10,0.005,-0.84696,2.99533,0.54508, Train,electra,G761
1,0.002,0.2,50,10,0.005,-0.84016,2.60437,0.56392, Dev/Test,electra,G762
2,0.002,0.2,50,10,0.005,-0.8672,2.46483,0.59904, Train,electra,G763
2,0.002,0.2,50,10,0.005,-0.83567,2.2556,0.53176, Dev/Test,electra,G764
3,0.002,0.2,50,10,0.005,-0.88528,2.06963,0.64692, Train,electra,G765
3,0.002,0.2,50,10,0.005,-0.82626,2.0456,0.51796, Dev/Test,electra,G766
4,0.002,0.2,50,10,0.005,-0.89728,1.79454,0.67723, Train,electra,G767
4,0.002,0.2,50,10,0.005,-0.82558,1.93317,0.50165, Dev/Test,electra,G768
5,0.002,0.2,50,10,0.005,-0.90589,1.6077,0.69523, Train,electra,G769
5,0.002,0.2,50,10,0.005,-0.8233,1.82642,0.49867, Dev/Test,electra,G770
1,0.002,0.2,50,20,0.005,-0.84236,3.41401,0.54101, Train,electra,G771
1,0.002,0.2,50,20,0.005,-0.84066,3.26057,0.56078, Dev/Test,electra,G772
2,0.002,0.2,50,20,0.005,-0.85982,3.34252,0.5727, Train,electra,G773
2,0.002,0.2,50,20,0.005,-0.83011,3.20248,0.51529, Dev/Test,electra,G774
3,0.002,0.2,50,20,0.005,-0.87957,3.24232,0.63673, Train,electra,G775
3,0.002,0.2,50,20,0.005,-0.82753,3.1159,0.50431, Dev/Test,electra,G776
4,0.002,0.2,50,20,0.005,-0.89329,3.12893,0.66907, Train,electra,G777
4,0.002,0.2,50,20,0.005,-0.82262,3.04559,0.49631, Dev/Test,electra,G778
5,0.002,0.2,50,20,0.005,-0.90302,3.01621,0.69177, Train,electra,G779
5,0.002,0.2,50,20,0.005,-0.82094,2.98421,0.50227, Dev/Test,electra,G780
1,0.004,0.0001,5,10,0.005,-0.84572,3.30042,0.54224, Train,electra,G781
1,0.004,0.0001,5,10,0.005,-0.84249,3.07937,0.5611, Dev/Test,electra,G782
2,0.004,0.0001,5,10,0.005,-0.85888,3.04842,0.55671, Train,electra,G783
2,0.004,0.0001,5,10,0.005,-0.83311,2.86796,0.52173, Dev/Test,electra,G784
3,0.004,0.0001,5,10,0.005,-0.87657,2.83258,0.6236, Train,electra,G785
3,0.004,0.0001,5,10,0.005,-0.8257,2.73511,0.4891, Dev/Test,electra,G786
4,0.004,0.0001,5,10,0.005,-0.88541,2.68841,0.65159, Train,electra,G787
4,0.004,0.0001,5,10,0.005,-0.82288,2.67135,0.48549, Dev/Test,electra,G788
5,0.004,0.0001,5,10,0.005,-0.89028,2.586,0.66643, Train,electra,G789
5,0.004,0.0001,5,10,0.005,-0.81863,2.60071,0.46447, Dev/Test,electra,G790
1,0.004,0.0001,5,20,0.005,-0.84207,3.3484,0.54177, Train,electra,G791
1,0.004,0.0001,5,20,0.005,-0.84186,3.16116,0.56518, Dev/Test,electra,G792
2,0.004,0.0001,5,20,0.005,-0.85226,3.1594,0.54094, Train,electra,G793
2,0.004,0.0001,5,20,0.005,-0.83512,3.00318,0.53631, Dev/Test,electra,G794
3,0.004,0.0001,5,20,0.005,-0.86906,3.0128,0.60055, Train,electra,G795
3,0.004,0.0001,5,20,0.005,-0.82947,2.92084,0.52314, Dev/Test,electra,G796
4,0.004,0.0001,5,20,0.005,-0.88144,2.90027,0.64303, Train,electra,G797
4,0.004,0.0001,5,20,0.005,-0.82684,2.84215,0.50792, Dev/Test,electra,G798
5,0.004,0.0001,5,20,0.005,-0.88883,2.80343,0.66041, Train,electra,G799
5,0.004,0.0001,5,20,0.005,-0.82413,2.76602,0.4971, Dev/Test,electra,G800
1,0.004,0.0001,10,10,0.005,-0.84743,3.0331,0.54446, Train,electra,G801
1,0.004,0.0001,10,10,0.005,-0.8445,2.68209,0.56627, Dev/Test,electra,G802
2,0.004,0.0001,10,10,0.005,-0.86631,2.52604,0.59473, Train,electra,G803
2,0.004,0.0001,10,10,0.005,-0.83628,2.37002,0.52988, Dev/Test,electra,G804
3,0.004,0.0001,10,10,0.005,-0.88175,2.22407,0.64111, Train,electra,G805
3,0.004,0.0001,10,10,0.005,-0.82901,2.21936,0.5338, Dev/Test,electra,G806
4,0.004,0.0001,10,10,0.005,-0.89079,2.03245,0.66735, Train,electra,G807
4,0.004,0.0001,10,10,0.005,-0.82464,2.08326,0.52204, Dev/Test,electra,G808
5,0.004,0.0001,10,10,0.005,-0.89604,1.87406,0.68136, Train,electra,G809
5,0.004,0.0001,10,10,0.005,-0.82261,2.01735,0.51561, Dev/Test,electra,G810
1,0.004,0.0001,10,20,0.005,-0.84291,3.23989,0.54127, Train,electra,G811
1,0.004,0.0001,10,20,0.005,-0.84178,2.98179,0.56471, Dev/Test,electra,G812
2,0.004,0.0001,10,20,0.005,-0.85637,2.89943,0.54216, Train,electra,G813
2,0.004,0.0001,10,20,0.005,-0.83631,2.71524,0.51796, Dev/Test,electra,G814
3,0.004,0.0001,10,20,0.005,-0.87742,2.64302,0.61027, Train,electra,G815
3,0.004,0.0001,10,20,0.005,-0.82346,2.61879,0.46886, Dev/Test,electra,G816
4,0.004,0.0001,10,20,0.005,-0.89133,2.51454,0.65834, Train,electra,G817
4,0.004,0.0001,10,20,0.005,-0.82012,2.56513,0.46635, Dev/Test,electra,G818
5,0.004,0.0001,10,20,0.005,-0.89885,2.42588,0.68019, Train,electra,G819
5,0.004,0.0001,10,20,0.005,-0.81675,2.52825,0.4651, Dev/Test,electra,G820
1,0.004,0.0001,25,10,0.005,-0.84796,2.67496,0.54446, Train,electra,G821
1,0.004,0.0001,25,10,0.005,-0.84514,2.2274,0.56424, Dev/Test,electra,G822
2,0.004,0.0001,25,10,0.005,-0.86392,2.03157,0.58548, Train,electra,G823
2,0.004,0.0001,25,10,0.005,-0.83006,1.90484,0.52706, Dev/Test,electra,G824
3,0.004,0.0001,25,10,0.005,-0.87903,1.65433,0.633, Train,electra,G825
3,0.004,0.0001,25,10,0.005,-0.82535,1.67353,0.5098, Dev/Test,electra,G826
4,0.004,0.0001,25,10,0.005,-0.88685,1.44941,0.65533, Train,electra,G827
4,0.004,0.0001,25,10,0.005,-0.82065,1.57998,0.50525, Dev/Test,electra,G828
5,0.004,0.0001,25,10,0.005,-0.89218,1.31686,0.66914, Train,electra,G829
5,0.004,0.0001,25,10,0.005,-0.81964,1.52645,0.50133, Dev/Test,electra,G830
1,0.004,0.0001,25,20,0.005,-0.84405,2.96821,0.54145, Train,electra,G831
1,0.004,0.0001,25,20,0.005,-0.84169,2.65429,0.56267, Dev/Test,electra,G832
2,0.004,0.0001,25,20,0.005,-0.85873,2.47584,0.5591, Train,electra,G833
2,0.004,0.0001,25,20,0.005,-0.82334,2.34158,0.5109, Dev/Test,electra,G834
3,0.004,0.0001,25,20,0.005,-0.87947,2.11415,0.62705, Train,electra,G835
3,0.004,0.0001,25,20,0.005,-0.81652,2.10098,0.48941, Dev/Test,electra,G836
4,0.004,0.0001,25,20,0.005,-0.89161,1.85526,0.66229, Train,electra,G837
4,0.004,0.0001,25,20,0.005,-0.81401,1.94916,0.49192, Dev/Test,electra,G838
5,0.004,0.0001,25,20,0.005,-0.89931,1.65521,0.68203, Train,electra,G839
5,0.004,0.0001,25,20,0.005,-0.81274,1.81748,0.47843, Dev/Test,electra,G840
1,0.004,0.0001,50,10,0.005,-0.8487,2.15135,0.54659, Train,electra,G841
1,0.004,0.0001,50,10,0.005,-0.84572,1.64547,0.55984, Dev/Test,electra,G842
2,0.004,0.0001,50,10,0.005,-0.86602,1.45195,0.59745, Train,electra,G843
2,0.004,0.0001,50,10,0.005,-0.83602,1.4224,0.51733, Dev/Test,electra,G844
3,0.004,0.0001,50,10,0.005,-0.88147,1.21747,0.64102, Train,electra,G845
3,0.004,0.0001,50,10,0.005,-0.82875,1.42778,0.50792, Dev/Test,electra,G846
4,0.004,0.0001,50,10,0.005,-0.8908,1.1539,0.66271, Train,electra,G847
4,0.004,0.0001,50,10,0.005,-0.82568,1.48274,0.49396, Dev/Test,electra,G848
5,0.004,0.0001,50,10,0.005,-0.89688,1.13198,0.67448, Train,electra,G849
5,0.004,0.0001,50,10,0.005,-0.82371,1.51188,0.50275, Dev/Test,electra,G850
1,0.004,0.0001,50,20,0.005,-0.84525,2.59753,0.54294, Train,electra,G851
1,0.004,0.0001,50,20,0.005,-0.84193,2.28726,0.56157, Dev/Test,electra,G852
2,0.004,0.0001,50,20,0.005,-0.85997,2.13196,0.57437, Train,electra,G853
2,0.004,0.0001,50,20,0.005,-0.82784,2.04771,0.52894, Dev/Test,electra,G854
3,0.004,0.0001,50,20,0.005,-0.87825,1.87661,0.62868, Train,electra,G855
3,0.004,0.0001,50,20,0.005,-0.82627,1.79824,0.53239, Dev/Test,electra,G856
4,0.004,0.0001,50,20,0.005,-0.89024,1.66415,0.65846, Train,electra,G857
4,0.004,0.0001,50,20,0.005,-0.82438,1.67648,0.50933, Dev/Test,electra,G858
5,0.004,0.0001,50,20,0.005,-0.89787,1.4872,0.67354, Train,electra,G859
5,0.004,0.0001,50,20,0.005,-0.82044,1.59601,0.51247, Dev/Test,electra,G860
1,0.004,0.1,5,10,0.005,-0.84627,3.35342,0.54286, Train,electra,G861
1,0.004,0.1,5,10,0.005,-0.8459,3.16272,0.56518, Dev/Test,electra,G862
2,0.004,0.1,5,10,0.005,-0.85998,3.20854,0.56643, Train,electra,G863
2,0.004,0.1,5,10,0.005,-0.83714,3.04234,0.53459, Dev/Test,electra,G864
3,0.004,0.1,5,10,0.005,-0.87212,3.09561,0.61172, Train,electra,G865
3,0.004,0.1,5,10,0.005,-0.83103,2.96339,0.51373, Dev/Test,electra,G866
4,0.004,0.1,5,10,0.005,-0.87967,2.99922,0.6369, Train,electra,G867
4,0.004,0.1,5,10,0.005,-0.82681,2.89197,0.50431, Dev/Test,electra,G868
5,0.004,0.1,5,10,0.005,-0.88455,2.92087,0.65721, Train,electra,G869
5,0.004,0.1,5,10,0.005,-0.82598,2.84245,0.50761, Dev/Test,electra,G870
1,0.004,0.1,5,20,0.005,-0.84176,3.41634,0.54147, Train,electra,G871
1,0.004,0.1,5,20,0.005,-0.84173,3.27631,0.56518, Dev/Test,electra,G872
2,0.004,0.1,5,20,0.005,-0.85255,3.35604,0.5461, Train,electra,G873
2,0.004,0.1,5,20,0.005,-0.83856,3.21702,0.53553, Dev/Test,electra,G874
3,0.004,0.1,5,20,0.005,-0.86701,3.29421,0.58773, Train,electra,G875
3,0.004,0.1,5,20,0.005,-0.83143,3.16402,0.50557, Dev/Test,electra,G876
4,0.004,0.1,5,20,0.005,-0.87748,3.23004,0.62558, Train,electra,G877
4,0.004,0.1,5,20,0.005,-0.82644,3.11201,0.47373, Dev/Test,electra,G878
5,0.004,0.1,5,20,0.005,-0.88356,3.16694,0.64271, Train,electra,G879
5,0.004,0.1,5,20,0.005,-0.82473,3.06157,0.50039, Dev/Test,electra,G880
1,0.004,0.1,10,10,0.005,-0.84654,3.25858,0.54127, Train,electra,G881
1,0.004,0.1,10,10,0.005,-0.84485,3.03792,0.56439, Dev/Test,electra,G882
2,0.004,0.1,10,10,0.005,-0.86253,3.022,0.58104, Train,electra,G883
2,0.004,0.1,10,10,0.005,-0.83493,2.85126,0.52424, Dev/Test,electra,G884
3,0.004,0.1,10,10,0.005,-0.87616,2.86124,0.62245, Train,electra,G885
3,0.004,0.1,10,10,0.005,-0.82869,2.68888,0.52988, Dev/Test,electra,G886
4,0.004,0.1,10,10,0.005,-0.88449,2.74883,0.64616, Train,electra,G887
4,0.004,0.1,10,10,0.005,-0.82755,2.6222,0.51357, Dev/Test,electra,G888
5,0.004,0.1,10,10,0.005,-0.88992,2.67004,0.65918, Train,electra,G889
5,0.004,0.1,10,10,0.005,-0.82318,2.57523,0.49051, Dev/Test,electra,G890
1,0.004,0.1,10,20,0.005,-0.8418,3.38485,0.54003, Train,electra,G891
1,0.004,0.1,10,20,0.005,-0.84507,3.19233,0.56518, Dev/Test,electra,G892
2,0.004,0.1,10,20,0.005,-0.85659,3.28343,0.55947, Train,electra,G893
2,0.004,0.1,10,20,0.005,-0.8333,3.10848,0.54227, Dev/Test,electra,G894
3,0.004,0.1,10,20,0.005,-0.87344,3.20067,0.61829, Train,electra,G895
3,0.004,0.1,10,20,0.005,-0.80994,3.06297,0.51859, Dev/Test,electra,G896
4,0.004,0.1,10,20,0.005,-0.8837,3.11557,0.645, Train,electra,G897
4,0.004,0.1,10,20,0.005,-0.82234,2.98447,0.5142, Dev/Test,electra,G898
5,0.004,0.1,10,20,0.005,-0.88985,3.04205,0.66171, Train,electra,G899
5,0.004,0.1,10,20,0.005,-0.82243,2.91607,0.51184, Dev/Test,electra,G900
1,0.004,0.1,25,10,0.005,-0.8478,3.01971,0.54439, Train,electra,G901
1,0.004,0.1,25,10,0.005,-0.83513,2.64467,0.55796, Dev/Test,electra,G902
2,0.004,0.1,25,10,0.005,-0.86492,2.38286,0.58961, Train,electra,G903
2,0.004,0.1,25,10,0.005,-0.8362,2.05159,0.54949, Dev/Test,electra,G904
3,0.004,0.1,25,10,0.005,-0.87918,1.85792,0.62729, Train,electra,G905
3,0.004,0.1,25,10,0.005,-0.82448,1.83102,0.52188, Dev/Test,electra,G906
4,0.004,0.1,25,10,0.005,-0.88769,1.5176,0.65171, Train,electra,G907
4,0.004,0.1,25,10,0.005,-0.82104,1.66493,0.51639, Dev/Test,electra,G908
5,0.004,0.1,25,10,0.005,-0.89322,1.35512,0.66375, Train,electra,G909
5,0.004,0.1,25,10,0.005,-0.81926,1.53231,0.51075, Dev/Test,electra,G910
1,0.004,0.1,25,20,0.005,-0.84287,3.11718,0.54122, Train,electra,G911
1,0.004,0.1,25,20,0.005,-0.8429,2.79716,0.55796, Dev/Test,electra,G912
2,0.004,0.1,25,20,0.005,-0.85892,2.62887,0.56348, Train,electra,G913
2,0.004,0.1,25,20,0.005,-0.83574,2.38271,0.52863, Dev/Test,electra,G914
3,0.004,0.1,25,20,0.005,-0.87798,2.2009,0.62785, Train,electra,G915
3,0.004,0.1,25,20,0.005,-0.82872,2.19031,0.52094, Dev/Test,electra,G916
