Epoch,lr,do,hs,b,gn,Loss,MSE,Acc,Set,Embedding,Group
5,0.002,0.2,50,10,0.005,-0.29612,1.23085,0.04675, Dev/Test,sgns,G300
1,0.002,0.5,10,5,0.005,-0.24722,0.94589,0.04013, Train,sgns,G301
1,0.002,0.5,10,5,0.005,-0.26176,0.98509,0.03875, Dev/Test,sgns,G302
2,0.002,0.5,10,5,0.005,-0.29197,0.95328,0.04719, Train,sgns,G303
2,0.002,0.5,10,5,0.005,-0.25321,0.99191,0.03859, Dev/Test,sgns,G304
3,0.002,0.5,10,5,0.005,-0.31307,1.00531,0.05003, Train,sgns,G305
3,0.002,0.5,10,5,0.005,-0.25207,1.01091,0.04, Dev/Test,sgns,G306
4,0.002,0.5,10,5,0.005,-0.32559,1.06982,0.0507, Train,sgns,G307
4,0.002,0.5,10,5,0.005,-0.25204,1.02299,0.04078, Dev/Test,sgns,G308
5,0.002,0.5,10,5,0.005,-0.33447,1.12399,0.05471, Train,sgns,G309
5,0.002,0.5,10,5,0.005,-0.24803,1.04336,0.0411, Dev/Test,sgns,G310
1,0.002,0.5,10,10,0.005,-0.23839,0.95624,0.03873, Train,sgns,G311
1,0.002,0.5,10,10,0.005,-0.25234,0.9919,0.0389, Dev/Test,sgns,G312
2,0.002,0.5,10,10,0.005,-0.28899,0.95299,0.04836, Train,sgns,G313
2,0.002,0.5,10,10,0.005,-0.26076,1.00281,0.03718, Dev/Test,sgns,G314
3,0.002,0.5,10,10,0.005,-0.30968,0.97568,0.05123, Train,sgns,G315
3,0.002,0.5,10,10,0.005,-0.25637,1.00353,0.03859, Dev/Test,sgns,G316
4,0.002,0.5,10,10,0.005,-0.3234,1.00326,0.05189, Train,sgns,G317
4,0.002,0.5,10,10,0.005,-0.24634,1.01551,0.03624, Dev/Test,sgns,G318
5,0.002,0.5,10,10,0.005,-0.33222,1.02819,0.05247, Train,sgns,G319
5,0.002,0.5,10,10,0.005,-0.24911,1.03028,0.03624, Dev/Test,sgns,G320
1,0.002,0.5,20,5,0.005,-0.26672,0.93568,0.0402, Train,sgns,G321
1,0.002,0.5,20,5,0.005,-0.28062,0.99382,0.03843, Dev/Test,sgns,G322
2,0.002,0.5,20,5,0.005,-0.32523,0.96158,0.05134, Train,sgns,G323
2,0.002,0.5,20,5,0.005,-0.27472,1.04868,0.04125, Dev/Test,sgns,G324
3,0.002,0.5,20,5,0.005,-0.3516,1.03818,0.0535, Train,sgns,G325
3,0.002,0.5,20,5,0.005,-0.27142,1.10727,0.04063, Dev/Test,sgns,G326
4,0.002,0.5,20,5,0.005,-0.36727,1.11446,0.05655, Train,sgns,G327
4,0.002,0.5,20,5,0.005,-0.27038,1.12204,0.04188, Dev/Test,sgns,G328
5,0.002,0.5,20,5,0.005,-0.37761,1.19195,0.05783, Train,sgns,G329
5,0.002,0.5,20,5,0.005,-0.26954,1.17816,0.04235, Dev/Test,sgns,G330
1,0.002,0.5,20,10,0.005,-0.25246,0.93963,0.03992, Train,sgns,G331
1,0.002,0.5,20,10,0.005,-0.27475,0.97836,0.03859, Dev/Test,sgns,G332
2,0.002,0.5,20,10,0.005,-0.31633,0.91986,0.04861, Train,sgns,G333
2,0.002,0.5,20,10,0.005,-0.27571,0.99704,0.04345, Dev/Test,sgns,G334
3,0.002,0.5,20,10,0.005,-0.34915,0.94545,0.05352, Train,sgns,G335
3,0.002,0.5,20,10,0.005,-0.2718,1.01435,0.04188, Dev/Test,sgns,G336
4,0.002,0.5,20,10,0.005,-0.367,0.98516,0.05675, Train,sgns,G337
4,0.002,0.5,20,10,0.005,-0.27299,1.01989,0.0458, Dev/Test,sgns,G338
5,0.002,0.5,20,10,0.005,-0.37934,1.01606,0.05652, Train,sgns,G339
5,0.002,0.5,20,10,0.005,-0.26557,1.03795,0.04675, Dev/Test,sgns,G340
1,0.002,0.5,50,5,0.005,-0.25892,2.0776,0.03942, Train,sgns,G341
1,0.002,0.5,50,5,0.005,-0.2867,1.93063,0.04329, Dev/Test,sgns,G342
2,0.002,0.5,50,5,0.005,-0.33227,2.57384,0.05283, Train,sgns,G343
2,0.002,0.5,50,5,0.005,-0.28875,2.19232,0.04235, Dev/Test,sgns,G344
3,0.002,0.5,50,5,0.005,-0.36886,2.79353,0.05765, Train,sgns,G345
3,0.002,0.5,50,5,0.005,-0.2885,2.36774,0.04612, Dev/Test,sgns,G346
4,0.002,0.5,50,5,0.005,-0.39151,2.99607,0.06349, Train,sgns,G347
4,0.002,0.5,50,5,0.005,-0.28769,2.41285,0.04863, Dev/Test,sgns,G348
5,0.002,0.5,50,5,0.005,-0.40713,3.08908,0.06521, Train,sgns,G349
5,0.002,0.5,50,5,0.005,-0.28406,2.42094,0.04675, Dev/Test,sgns,G350
1,0.002,0.5,50,10,0.005,-0.26215,1.16197,0.03905, Train,sgns,G351
1,0.002,0.5,50,10,0.005,-0.28558,1.24012,0.04, Dev/Test,sgns,G352
2,0.002,0.5,50,10,0.005,-0.34054,1.32111,0.05136, Train,sgns,G353
2,0.002,0.5,50,10,0.005,-0.28976,1.29639,0.03953, Dev/Test,sgns,G354
3,0.002,0.5,50,10,0.005,-0.38159,1.35726,0.0601, Train,sgns,G355
3,0.002,0.5,50,10,0.005,-0.28808,1.34109,0.04424, Dev/Test,sgns,G356
4,0.002,0.5,50,10,0.005,-0.40725,1.38943,0.06338, Train,sgns,G357
4,0.002,0.5,50,10,0.005,-0.28465,1.40268,0.04267, Dev/Test,sgns,G358
5,0.002,0.5,50,10,0.005,-0.42488,1.44144,0.06815, Train,sgns,G359
5,0.002,0.5,50,10,0.005,-0.28131,1.42027,0.04392, Dev/Test,sgns,G360
1,0.0001,0.1,5,20,0.005,-0.76021,0.38939,0.50076, Train,char,G361
1,0.0001,0.1,5,20,0.005,-0.76537,0.38921,0.4262, Dev/Test,char,G362
2,0.0001,0.1,5,20,0.005,-0.79566,0.38792,0.52313, Train,char,G363
2,0.0001,0.1,5,20,0.005,-0.78864,0.38831,0.46118, Dev/Test,char,G364
3,0.0001,0.1,5,20,0.005,-0.79659,0.38712,0.52384, Train,char,G365
3,0.0001,0.1,5,20,0.005,-0.7941,0.38757,0.4902, Dev/Test,char,G366
4,0.0001,0.1,5,20,0.005,-0.80053,0.38643,0.52364, Train,char,G367
4,0.0001,0.1,5,20,0.005,-0.7978,0.38668,0.50133, Dev/Test,char,G368
5,0.0001,0.1,5,20,0.005,-0.80974,0.38536,0.52646, Train,char,G369
5,0.0001,0.1,5,20,0.005,-0.7991,0.38589,0.50463, Dev/Test,char,G370
1,0.0001,0.1,10,20,0.005,-0.75437,0.38873,0.48824, Train,char,G371
1,0.0001,0.1,10,20,0.005,-0.74555,0.38787,0.42243, Dev/Test,char,G372
2,0.0001,0.1,10,20,0.005,-0.79526,0.38702,0.52364, Train,char,G373
2,0.0001,0.1,10,20,0.005,-0.78164,0.38698,0.46996, Dev/Test,char,G374
3,0.0001,0.1,10,20,0.005,-0.7965,0.38613,0.52403, Train,char,G375
3,0.0001,0.1,10,20,0.005,-0.78953,0.38627,0.48878, Dev/Test,char,G376
4,0.0001,0.1,10,20,0.005,-0.79891,0.38541,0.52407, Train,char,G377
4,0.0001,0.1,10,20,0.005,-0.78394,0.38526,0.5029, Dev/Test,char,G378
5,0.0001,0.1,10,20,0.005,-0.80721,0.38416,0.52611, Train,char,G379
5,0.0001,0.1,10,20,0.005,-0.78065,0.38418,0.50071, Dev/Test,char,G380
1,0.0001,0.1,25,20,0.005,-0.75458,0.38689,0.49017, Train,char,G381
1,0.0001,0.1,25,20,0.005,-0.77659,0.3689,0.5018, Dev/Test,char,G382
2,0.0001,0.1,25,20,0.005,-0.79391,0.38528,0.52368, Train,char,G383
2,0.0001,0.1,25,20,0.005,-0.78281,0.3738,0.50306, Dev/Test,char,G384
3,0.0001,0.1,25,20,0.005,-0.79606,0.38456,0.52409, Train,char,G385
3,0.0001,0.1,25,20,0.005,-0.78304,0.37859,0.49961, Dev/Test,char,G386
4,0.0001,0.1,25,20,0.005,-0.80143,0.38345,0.52451, Train,char,G387
4,0.0001,0.1,25,20,0.005,-0.78486,0.37922,0.49082, Dev/Test,char,G388
5,0.0001,0.1,25,20,0.005,-0.81052,0.38185,0.52795, Train,char,G389
5,0.0001,0.1,25,20,0.005,-0.78246,0.37923,0.47984, Dev/Test,char,G390
1,0.0001,0.2,5,20,0.005,-0.75565,0.38913,0.50445, Train,char,G391
1,0.0001,0.2,5,20,0.005,-0.77182,0.3888,0.47749, Dev/Test,char,G392
2,0.0001,0.2,5,20,0.005,-0.79552,0.3876,0.52373, Train,char,G393
2,0.0001,0.2,5,20,0.005,-0.79245,0.38791,0.49914, Dev/Test,char,G394
3,0.0001,0.2,5,20,0.005,-0.79647,0.38679,0.52409, Train,char,G395
3,0.0001,0.2,5,20,0.005,-0.79626,0.38722,0.50353, Dev/Test,char,G396
4,0.0001,0.2,5,20,0.005,-0.7972,0.38616,0.52419, Train,char,G397
4,0.0001,0.2,5,20,0.005,-0.79739,0.38655,0.50353, Dev/Test,char,G398
5,0.0001,0.2,5,20,0.005,-0.80224,0.38531,0.52416, Train,char,G399
5,0.0001,0.2,5,20,0.005,-0.79148,0.38561,0.50055, Dev/Test,char,G400
1,0.0001,0.2,10,20,0.005,-0.7555,0.38929,0.49647, Train,char,G401
1,0.0001,0.2,10,20,0.005,-0.74986,0.38899,0.48267, Dev/Test,char,G402
2,0.0001,0.2,10,20,0.005,-0.79533,0.38759,0.52387, Train,char,G403
2,0.0001,0.2,10,20,0.005,-0.78582,0.38799,0.50118, Dev/Test,char,G404
3,0.0001,0.2,10,20,0.005,-0.79644,0.38671,0.52405, Train,char,G405
3,0.0001,0.2,10,20,0.005,-0.79393,0.3872,0.50212, Dev/Test,char,G406
4,0.0001,0.2,10,20,0.005,-0.79739,0.38603,0.524, Train,char,G407
4,0.0001,0.2,10,20,0.005,-0.79601,0.38642,0.50416, Dev/Test,char,G408
5,0.0001,0.2,10,20,0.005,-0.804,0.38506,0.52501, Train,char,G409
5,0.0001,0.2,10,20,0.005,-0.7982,0.38519,0.50337, Dev/Test,char,G410
1,0.0001,0.2,25,20,0.005,-0.74915,0.38767,0.46449, Train,char,G411
1,0.0001,0.2,25,20,0.005,-0.77197,0.37952,0.42824, Dev/Test,char,G412
2,0.0001,0.2,25,20,0.005,-0.79394,0.38596,0.52134, Train,char,G413
2,0.0001,0.2,25,20,0.005,-0.78752,0.38257,0.50322, Dev/Test,char,G414
3,0.0001,0.2,25,20,0.005,-0.79653,0.38493,0.52366, Train,char,G415
3,0.0001,0.2,25,20,0.005,-0.79289,0.38294,0.50384, Dev/Test,char,G416
4,0.0001,0.2,25,20,0.005,-0.80356,0.38345,0.524, Train,char,G417
4,0.0001,0.2,25,20,0.005,-0.79491,0.38183,0.50431, Dev/Test,char,G418
5,0.0001,0.2,25,20,0.005,-0.81239,0.38181,0.5293, Train,char,G419
5,0.0001,0.2,25,20,0.005,-0.79357,0.38151,0.504, Dev/Test,char,G420
1,0.0001,0.5,5,20,0.005,-0.75379,0.38952,0.49046, Train,char,G421
1,0.0001,0.5,5,20,0.005,-0.77932,0.38927,0.44486, Dev/Test,char,G422
2,0.0001,0.5,5,20,0.005,-0.79526,0.3879,0.5227, Train,char,G423
2,0.0001,0.5,5,20,0.005,-0.79475,0.3883,0.49051, Dev/Test,char,G424
3,0.0001,0.5,5,20,0.005,-0.79633,0.38708,0.52389, Train,char,G425
3,0.0001,0.5,5,20,0.005,-0.79691,0.38759,0.49914, Dev/Test,char,G426
4,0.0001,0.5,5,20,0.005,-0.79656,0.38641,0.52403, Train,char,G427
4,0.0001,0.5,5,20,0.005,-0.79748,0.38697,0.50322, Dev/Test,char,G428
5,0.0001,0.5,5,20,0.005,-0.79665,0.38583,0.52409, Train,char,G429
5,0.0001,0.5,5,20,0.005,-0.79768,0.3864,0.50353, Dev/Test,char,G430
1,0.0001,0.5,10,20,0.005,-0.73512,0.38839,0.47992, Train,char,G431
1,0.0001,0.5,10,20,0.005,-0.77072,0.38707,0.496, Dev/Test,char,G432
2,0.0001,0.5,10,20,0.005,-0.79445,0.38621,0.52318, Train,char,G433
2,0.0001,0.5,10,20,0.005,-0.79337,0.38615,0.50353, Dev/Test,char,G434
3,0.0001,0.5,10,20,0.005,-0.79627,0.38527,0.52396, Train,char,G435
3,0.0001,0.5,10,20,0.005,-0.7966,0.38544,0.50353, Dev/Test,char,G436
4,0.0001,0.5,10,20,0.005,-0.79666,0.38455,0.52409, Train,char,G437
4,0.0001,0.5,10,20,0.005,-0.79786,0.38492,0.50353, Dev/Test,char,G438
5,0.0001,0.5,10,20,0.005,-0.79869,0.38394,0.52382, Train,char,G439
5,0.0001,0.5,10,20,0.005,-0.80117,0.38402,0.50337, Dev/Test,char,G440
1,0.0001,0.5,25,20,0.005,-0.73953,0.38748,0.48881, Train,char,G441
1,0.0001,0.5,25,20,0.005,-0.7639,0.38296,0.50196, Dev/Test,char,G442
2,0.0001,0.5,25,20,0.005,-0.7935,0.38525,0.52325, Train,char,G443
2,0.0001,0.5,25,20,0.005,-0.78702,0.38365,0.50322, Dev/Test,char,G444
3,0.0001,0.5,25,20,0.005,-0.79598,0.38397,0.52405, Train,char,G445
3,0.0001,0.5,25,20,0.005,-0.79319,0.38351,0.5029, Dev/Test,char,G446
4,0.0001,0.5,25,20,0.005,-0.79656,0.3831,0.52416, Train,char,G447
4,0.0001,0.5,25,20,0.005,-0.79564,0.38309,0.50369, Dev/Test,char,G448
5,0.0001,0.5,25,20,0.005,-0.7978,0.3824,0.52403, Train,char,G449
5,0.0001,0.5,25,20,0.005,-0.79987,0.38122,0.50353, Dev/Test,char,G450
1,0.001,0.1,5,20,0.005,-0.79073,0.38156,0.51823, Train,char,G451
1,0.001,0.1,5,20,0.005,-0.79738,0.37806,0.504, Dev/Test,char,G452
2,0.001,0.1,5,20,0.005,-0.81063,0.3708,0.52845, Train,char,G453
2,0.001,0.1,5,20,0.005,-0.79997,0.36708,0.50369, Dev/Test,char,G454
3,0.001,0.1,5,20,0.005,-0.83141,0.35746,0.55378, Train,char,G455
3,0.001,0.1,5,20,0.005,-0.79127,0.35678,0.49725, Dev/Test,char,G456
4,0.001,0.1,5,20,0.005,-0.84392,0.34385,0.58453, Train,char,G457
4,0.001,0.1,5,20,0.005,-0.78195,0.34629,0.48627, Dev/Test,char,G458
5,0.001,0.1,5,20,0.005,-0.85137,0.33156,0.60555, Train,char,G459
5,0.001,0.1,5,20,0.005,-0.78121,0.33837,0.48047, Dev/Test,char,G460
1,0.001,0.1,10,20,0.005,-0.79112,0.38156,0.51651, Train,char,G461
1,0.001,0.1,10,20,0.005,-0.79844,0.37733,0.50227, Dev/Test,char,G462
2,0.001,0.1,10,20,0.005,-0.81202,0.3697,0.52907, Train,char,G463
2,0.001,0.1,10,20,0.005,-0.79239,0.36714,0.496, Dev/Test,char,G464
3,0.001,0.1,10,20,0.005,-0.83409,0.35463,0.55995, Train,char,G465
3,0.001,0.1,10,20,0.005,-0.78693,0.35548,0.48863, Dev/Test,char,G466
4,0.001,0.1,10,20,0.005,-0.84796,0.33687,0.5964, Train,char,G467
4,0.001,0.1,10,20,0.005,-0.77868,0.34405,0.47325, Dev/Test,char,G468
5,0.001,0.1,10,20,0.005,-0.85634,0.31953,0.62116, Train,char,G469
5,0.001,0.1,10,20,0.005,-0.77509,0.33422,0.47341, Dev/Test,char,G470
1,0.001,0.1,25,20,0.005,-0.79184,0.37837,0.52111, Train,char,G471
1,0.001,0.1,25,20,0.005,-0.7993,0.37248,0.50353, Dev/Test,char,G472
2,0.001,0.1,25,20,0.005,-0.81638,0.36494,0.53166, Train,char,G473
2,0.001,0.1,25,20,0.005,-0.79485,0.36217,0.50227, Dev/Test,char,G474
3,0.001,0.1,25,20,0.005,-0.83776,0.34503,0.56962, Train,char,G475
3,0.001,0.1,25,20,0.005,-0.78428,0.35141,0.50008, Dev/Test,char,G476
4,0.001,0.1,25,20,0.005,-0.85145,0.32401,0.60816, Train,char,G477
4,0.001,0.1,25,20,0.005,-0.78143,0.33856,0.4982, Dev/Test,char,G478
5,0.001,0.1,25,20,0.005,-0.86021,0.30306,0.62822, Train,char,G479
5,0.001,0.1,25,20,0.005,-0.77589,0.32679,0.49506, Dev/Test,char,G480
1,0.001,0.2,5,20,0.005,-0.79082,0.38311,0.51903, Train,char,G481
1,0.001,0.2,5,20,0.005,-0.79535,0.38002,0.50353, Dev/Test,char,G482
2,0.001,0.2,5,20,0.005,-0.80457,0.37388,0.52568, Train,char,G483
2,0.001,0.2,5,20,0.005,-0.79573,0.37102,0.50353, Dev/Test,char,G484
3,0.001,0.2,5,20,0.005,-0.82458,0.36073,0.54269, Train,char,G485
3,0.001,0.2,5,20,0.005,-0.79256,0.36221,0.50259, Dev/Test,char,G486
4,0.001,0.2,5,20,0.005,-0.83893,0.34658,0.57196, Train,char,G487
4,0.001,0.2,5,20,0.005,-0.7869,0.35327,0.49867, Dev/Test,char,G488
5,0.001,0.2,5,20,0.005,-0.84728,0.33099,0.59195, Train,char,G489
5,0.001,0.2,5,20,0.005,-0.78527,0.34863,0.49773, Dev/Test,char,G490
1,0.001,0.2,10,20,0.005,-0.79009,0.38108,0.52153, Train,char,G491
1,0.001,0.2,10,20,0.005,-0.79767,0.37731,0.504, Dev/Test,char,G492
2,0.001,0.2,10,20,0.005,-0.80894,0.36997,0.5274, Train,char,G493
2,0.001,0.2,10,20,0.005,-0.79585,0.36632,0.50149, Dev/Test,char,G494
3,0.001,0.2,10,20,0.005,-0.83094,0.35454,0.55275, Train,char,G495
3,0.001,0.2,10,20,0.005,-0.7913,0.35265,0.49961, Dev/Test,char,G496
4,0.001,0.2,10,20,0.005,-0.84486,0.33937,0.58826, Train,char,G497
4,0.001,0.2,10,20,0.005,-0.7874,0.3444,0.49929, Dev/Test,char,G498
5,0.001,0.2,10,20,0.005,-0.85307,0.32515,0.613, Train,char,G499
5,0.001,0.2,10,20,0.005,-0.77735,0.33686,0.48925, Dev/Test,char,G500
1,0.001,0.2,25,20,0.005,-0.78949,0.3798,0.51784, Train,char,G501
1,0.001,0.2,25,20,0.005,-0.79465,0.37548,0.50353, Dev/Test,char,G502
2,0.001,0.2,25,20,0.005,-0.80732,0.36798,0.52625, Train,char,G503
2,0.001,0.2,25,20,0.005,-0.7941,0.36547,0.50416, Dev/Test,char,G504
3,0.001,0.2,25,20,0.005,-0.83186,0.34725,0.55789, Train,char,G505
3,0.001,0.2,25,20,0.005,-0.78594,0.35358,0.49835, Dev/Test,char,G506
4,0.001,0.2,25,20,0.005,-0.84778,0.32069,0.59966, Train,char,G507
4,0.001,0.2,25,20,0.005,-0.78547,0.33787,0.49725, Dev/Test,char,G508
5,0.001,0.2,25,20,0.005,-0.85749,0.29671,0.62327, Train,char,G509
5,0.001,0.2,25,20,0.005,-0.77974,0.32818,0.49804, Dev/Test,char,G510
1,0.001,0.5,5,20,0.005,-0.7607,0.31295,0.48063, Train,char,G511
1,0.001,0.5,5,20,0.005,-0.79753,0.28374,0.50353, Dev/Test,char,G512
2,0.001,0.5,5,20,0.005,-0.78716,0.25972,0.50912, Train,char,G513
2,0.001,0.5,5,20,0.005,-0.79765,0.25769,0.50353, Dev/Test,char,G514
3,0.001,0.5,5,20,0.005,-0.7918,0.24231,0.51866, Train,char,G515
3,0.001,0.5,5,20,0.005,-0.7977,0.24696,0.50353, Dev/Test,char,G516
4,0.001,0.5,5,20,0.005,-0.79568,0.2371,0.52409, Train,char,G517
4,0.001,0.5,5,20,0.005,-0.79766,0.26357,0.50337, Dev/Test,char,G518
5,0.001,0.5,5,20,0.005,-0.79605,0.23279,0.52409, Train,char,G519
5,0.001,0.5,5,20,0.005,-0.79775,0.23485,0.50353, Dev/Test,char,G520
1,0.001,0.5,10,20,0.005,-0.78968,0.3821,0.51701, Train,char,G521
1,0.001,0.5,10,20,0.005,-0.79623,0.3789,0.50353, Dev/Test,char,G522
2,0.001,0.5,10,20,0.005,-0.80062,0.37338,0.52409, Train,char,G523
2,0.001,0.5,10,20,0.005,-0.79938,0.36974,0.50353, Dev/Test,char,G524
3,0.001,0.5,10,20,0.005,-0.81824,0.35878,0.53182, Train,char,G525
3,0.001,0.5,10,20,0.005,-0.79686,0.35991,0.50353, Dev/Test,char,G526
4,0.001,0.5,10,20,0.005,-0.83354,0.33144,0.55511, Train,char,G527
4,0.001,0.5,10,20,0.005,-0.79204,0.3506,0.50212, Dev/Test,char,G528
5,0.001,0.5,10,20,0.005,-0.8425,0.31331,0.58338, Train,char,G529
5,0.001,0.5,10,20,0.005,-0.78953,0.34354,0.50118, Dev/Test,char,G530
1,0.001,0.5,25,20,0.005,-0.78792,0.37779,0.51552, Train,char,G531
1,0.001,0.5,25,20,0.005,-0.79625,0.37389,0.50353, Dev/Test,char,G532
2,0.001,0.5,25,20,0.005,-0.80092,0.36678,0.52428, Train,char,G533
2,0.001,0.5,25,20,0.005,-0.79927,0.36247,0.50353, Dev/Test,char,G534
3,0.001,0.5,25,20,0.005,-0.82165,0.34285,0.53794, Train,char,G535
3,0.001,0.5,25,20,0.005,-0.79219,0.34749,0.50275, Dev/Test,char,G536
4,0.001,0.5,25,20,0.005,-0.83977,0.30504,0.57847, Train,char,G537
4,0.001,0.5,25,20,0.005,-0.78566,0.33627,0.50055, Dev/Test,char,G538
5,0.001,0.5,25,20,0.005,-0.85047,0.28253,0.61025, Train,char,G539
5,0.001,0.5,25,20,0.005,-0.78328,0.32726,0.49867, Dev/Test,char,G540
1,0.002,0.0001,5,10,0.005,-0.84418,3.35045,0.54072, Train,electra,G541
1,0.002,0.0001,5,10,0.005,-0.84249,3.15135,0.56518, Dev/Test,electra,G542
2,0.002,0.0001,5,10,0.005,-0.85465,3.20289,0.54609, Train,electra,G543
2,0.002,0.0001,5,10,0.005,-0.83398,3.10089,0.53475, Dev/Test,electra,G544
3,0.002,0.0001,5,10,0.005,-0.87439,3.16378,0.61227, Train,electra,G545
3,0.002,0.0001,5,10,0.005,-0.8175,3.06688,0.52094, Dev/Test,electra,G546
4,0.002,0.0001,5,10,0.005,-0.88839,3.11274,0.65978, Train,electra,G547
4,0.002,0.0001,5,10,0.005,-0.81054,3.0442,0.51796, Dev/Test,electra,G548
5,0.002,0.0001,5,10,0.005,-0.89662,3.05868,0.68218, Train,electra,G549
5,0.002,0.0001,5,10,0.005,-0.81616,3.01474,0.48549, Dev/Test,electra,G550
1,0.002,0.0001,5,20,0.005,-0.84127,3.41471,0.54227, Train,electra,G551
1,0.002,0.0001,5,20,0.005,-0.83586,3.26629,0.56518, Dev/Test,electra,G552
2,0.002,0.0001,5,20,0.005,-0.84777,3.32687,0.54514, Train,electra,G553
2,0.002,0.0001,5,20,0.005,-0.83882,3.18424,0.55169, Dev/Test,electra,G554
3,0.002,0.0001,5,20,0.005,-0.86533,3.28657,0.5912, Train,electra,G555
3,0.002,0.0001,5,20,0.005,-0.83201,3.17226,0.52596, Dev/Test,electra,G556
4,0.002,0.0001,5,20,0.005,-0.88148,3.23835,0.64285, Train,electra,G557
4,0.002,0.0001,5,20,0.005,-0.82663,3.13726,0.51718, Dev/Test,electra,G558
5,0.002,0.0001,5,20,0.005,-0.89123,3.19439,0.67088, Train,electra,G559
5,0.002,0.0001,5,20,0.005,-0.81936,3.10621,0.50259, Dev/Test,electra,G560
1,0.002,0.0001,10,10,0.005,-0.84461,3.27984,0.54297, Train,electra,G561
1,0.002,0.0001,10,10,0.005,-0.84397,3.03016,0.56471, Dev/Test,electra,G562
2,0.002,0.0001,10,10,0.005,-0.8652,3.07077,0.58292, Train,electra,G563
2,0.002,0.0001,10,10,0.005,-0.83519,2.93738,0.51875, Dev/Test,electra,G564
3,0.002,0.0001,10,10,0.005,-0.88537,2.947,0.64559, Train,electra,G565
3,0.002,0.0001,10,10,0.005,-0.82726,2.86065,0.48376, Dev/Test,electra,G566
4,0.002,0.0001,10,10,0.005,-0.89757,2.85725,0.67734, Train,electra,G567
4,0.002,0.0001,10,10,0.005,-0.81725,2.81268,0.44894, Dev/Test,electra,G568
5,0.002,0.0001,10,10,0.005,-0.906,2.78258,0.70064, Train,electra,G569
5,0.002,0.0001,10,10,0.005,-0.80881,2.79144,0.44627, Dev/Test,electra,G570
1,0.002,0.0001,10,20,0.005,-0.84137,3.38653,0.5411, Train,electra,G571
1,0.002,0.0001,10,20,0.005,-0.83852,3.22304,0.56518, Dev/Test,electra,G572
2,0.002,0.0001,10,20,0.005,-0.85141,3.26117,0.54617, Train,electra,G573
2,0.002,0.0001,10,20,0.005,-0.8302,3.14342,0.50573, Dev/Test,electra,G574
3,0.002,0.0001,10,20,0.005,-0.87134,3.18289,0.59686, Train,electra,G575
3,0.002,0.0001,10,20,0.005,-0.8213,3.07774,0.46039, Dev/Test,electra,G576
4,0.002,0.0001,10,20,0.005,-0.88795,3.11212,0.65321, Train,electra,G577
4,0.002,0.0001,10,20,0.005,-0.80972,3.02212,0.42306, Dev/Test,electra,G578
5,0.002,0.0001,10,20,0.005,-0.89827,3.04315,0.68058, Train,electra,G579
5,0.002,0.0001,10,20,0.005,-0.80415,2.97729,0.41992, Dev/Test,electra,G580
1,0.002,0.0001,25,10,0.005,-0.84724,3.02596,0.54343, Train,electra,G581
1,0.002,0.0001,25,10,0.005,-0.84025,2.71732,0.56361, Dev/Test,electra,G582
2,0.002,0.0001,25,10,0.005,-0.8659,2.61218,0.58507, Train,electra,G583
2,0.002,0.0001,25,10,0.005,-0.83191,2.48287,0.5258, Dev/Test,electra,G584
3,0.002,0.0001,25,10,0.005,-0.88752,2.38749,0.65139, Train,electra,G585
3,0.002,0.0001,25,10,0.005,-0.82725,2.3345,0.51247, Dev/Test,electra,G586
4,0.002,0.0001,25,10,0.005,-0.90153,2.21659,0.68759, Train,electra,G587
4,0.002,0.0001,25,10,0.005,-0.82025,2.25566,0.48612, Dev/Test,electra,G588
5,0.002,0.0001,25,10,0.005,-0.91122,2.1029,0.71268, Train,electra,G589
5,0.002,0.0001,25,10,0.005,-0.817,2.19219,0.46667, Dev/Test,electra,G590
1,0.002,0.0001,25,20,0.005,-0.84348,3.21585,0.54204, Train,electra,G591
1,0.002,0.0001,25,20,0.005,-0.80154,3.02024,0.552, Dev/Test,electra,G592
2,0.002,0.0001,25,20,0.005,-0.85623,2.95871,0.5616, Train,electra,G593
2,0.002,0.0001,25,20,0.005,-0.78211,2.91551,0.49914, Dev/Test,electra,G594
3,0.002,0.0001,25,20,0.005,-0.87628,2.81047,0.62669, Train,electra,G595
3,0.002,0.0001,25,20,0.005,-0.79832,2.77367,0.46965, Dev/Test,electra,G596
4,0.002,0.0001,25,20,0.005,-0.89237,2.67413,0.66717, Train,electra,G597
4,0.002,0.0001,25,20,0.005,-0.79408,2.69887,0.4582, Dev/Test,electra,G598
5,0.002,0.0001,25,20,0.005,-0.90328,2.56547,0.69211, Train,electra,G599
5,0.002,0.0001,25,20,0.005,-0.80401,2.60357,0.47294, Dev/Test,electra,G600
1,0.002,0.0001,50,10,0.005,-0.84907,2.62651,0.54813, Train,electra,G601
1,0.002,0.0001,50,10,0.005,-0.84498,2.21024,0.56314, Dev/Test,electra,G602
2,0.002,0.0001,50,10,0.005,-0.87069,2.1083,0.60516, Train,electra,G603
2,0.002,0.0001,50,10,0.005,-0.8295,2.06727,0.5222, Dev/Test,electra,G604
3,0.002,0.0001,50,10,0.005,-0.89147,1.8655,0.65829, Train,electra,G605
3,0.002,0.0001,50,10,0.005,-0.82023,1.94815,0.52235, Dev/Test,electra,G606
4,0.002,0.0001,50,10,0.005,-0.90528,1.73887,0.6936, Train,electra,G607
4,0.002,0.0001,50,10,0.005,-0.81449,1.90125,0.51122, Dev/Test,electra,G608
